Call Type,Call Date,Watch Date,Received DtTm,Entry DtTm,Dispatch DtTm,Response DtTm,On Scene DtTm,Transport DtTm,Hospital DtTm,Call Final Disposition,Available DtTm,Address,City,Zipcode of Incident,Battalion,Station Area,Box,Original Priority,Priority,Final Priority,ALS Unit,Call Type Group,Number of Alarms,Unit Type,Unit sequence in call dispatch,Fire Prevention District,Supervisor District,Neighborhooods - Analysis Boundaries
Other,06/13/2018,06/13/2018,06/13/2018 11:15:19 AM,06/13/2018 11:19:47 AM,06/13/2018 11:23:13 AM,06/13/2018 11:24:48 AM,,,,Fire,06/13/2018 12:05:42 PM,100 Block of GOLDEN GATE AVE,San Francisco,94102,B99,51,4616,3,3,3,true,Fire,1,ENGINE,9,2,6,Tenderloin
Other,06/13/2018,06/13/2018,06/13/2018 11:15:19 AM,06/13/2018 11:19:47 AM,06/13/2018 11:23:13 AM,06/13/2018 11:25:40 AM,,,,Fire,06/13/2018 12:30:34 PM,100 Block of GOLDEN GATE AVE,San Francisco,94102,B99,51,4616,3,3,3,true,Fire,1,ENGINE,4,2,6,Tenderloin
Other,06/13/2018,06/13/2018,06/13/2018 11:15:19 AM,06/13/2018 11:19:47 AM,06/13/2018 11:23:13 AM,06/13/2018 11:23:38 AM,,,,Fire,06/13/2018 11:49:40 AM,100 Block of GOLDEN GATE AVE,San Francisco,94102,B99,51,4616,3,3,3,true,Fire,1,ENGINE,10,2,6,Tenderloin
Other,06/13/2018,06/13/2018,06/13/2018 11:15:19 AM,06/13/2018 11:19:47 AM,06/13/2018 11:23:13 AM,06/13/2018 11:28:42 AM,06/13/2018 11:29:58 AM,,,Fire,06/13/2018 12:26:26 PM,100 Block of GOLDEN GATE AVE,San Francisco,94102,B99,51,4616,3,3,3,false,Fire,1,SUPPORT,3,2,6,Tenderloin
Other,06/13/2018,06/13/2018,06/13/2018 11:15:19 AM,06/13/2018 11:19:47 AM,06/13/2018 11:23:13 AM,06/13/2018 11:24:09 AM,06/13/2018 11:29:45 AM,,,Fire,06/13/2018 11:48:52 AM,100 Block of GOLDEN GATE AVE,San Francisco,94102,B99,51,4616,3,3,3,false,Fire,1,PRIVATE,2,2,6,Tenderloin
Other,06/13/2018,06/13/2018,06/13/2018 11:15:19 AM,06/13/2018 11:19:47 AM,06/13/2018 11:23:13 AM,06/13/2018 11:30:15 AM,,,,Fire,06/13/2018 12:26:26 PM,100 Block of GOLDEN GATE AVE,San Francisco,94102,B99,51,4616,3,3,3,false,Fire,1,SUPPORT,5,2,6,Tenderloin
Other,06/13/2018,06/13/2018,06/13/2018 11:15:19 AM,06/13/2018 11:19:47 AM,06/13/2018 11:23:13 AM,06/13/2018 11:30:15 AM,,,,Fire,06/13/2018 12:26:26 PM,100 Block of GOLDEN GATE AVE,San Francisco,94102,B99,51,4616,3,3,3,false,Fire,1,SUPPORT,6,2,6,Tenderloin
Other,06/13/2018,06/13/2018,06/13/2018 11:15:19 AM,06/13/2018 11:19:47 AM,06/13/2018 11:23:13 AM,06/13/2018 11:30:15 AM,,,,Fire,06/13/2018 12:26:26 PM,100 Block of GOLDEN GATE AVE,San Francisco,94102,B99,51,4616,3,3,3,false,Fire,1,SUPPORT,7,2,6,Tenderloin
Other,06/13/2018,06/13/2018,06/13/2018 11:15:19 AM,06/13/2018 11:19:47 AM,06/13/2018 11:23:13 AM,06/13/2018 11:23:23 AM,,,,Fire,06/13/2018 12:13:07 PM,100 Block of GOLDEN GATE AVE,San Francisco,94102,B99,51,4616,3,3,3,false,Fire,1,TRUCK,8,2,6,Tenderloin
Structure Fire,06/13/2018,06/13/2018,06/13/2018 01:22:09 PM,06/13/2018 01:22:16 PM,06/13/2018 01:23:08 PM,06/13/2018 01:25:32 PM,06/13/2018 01:29:20 PM,,,Fire,06/13/2018 02:19:33 PM,1400 Block of TARAVAL ST,San Francisco,94116,B08,40,7471,3,3,3,true,Fire,1,MEDIC,4,8,4,Sunset/Parkside
Structure Fire,06/13/2018,06/13/2018,06/13/2018 01:22:09 PM,06/13/2018 01:22:16 PM,06/13/2018 01:23:08 PM,06/13/2018 01:24:31 PM,06/13/2018 01:32:36 PM,,,Fire,06/13/2018 02:27:55 PM,1400 Block of TARAVAL ST,San Francisco,94116,B08,40,7471,3,3,3,false,Fire,1,CHIEF,8,8,4,Sunset/Parkside
Structure Fire,06/13/2018,06/13/2018,06/13/2018 01:22:09 PM,06/13/2018 01:22:16 PM,06/13/2018 01:23:08 PM,06/13/2018 01:24:00 PM,06/13/2018 01:32:24 PM,,,Fire,06/13/2018 02:21:23 PM,1400 Block of TARAVAL ST,San Francisco,94116,B08,40,7471,3,3,3,false,Fire,1,CHIEF,7,8,4,Sunset/Parkside
Structure Fire,06/13/2018,06/13/2018,06/13/2018 01:22:09 PM,06/13/2018 01:22:16 PM,06/13/2018 01:23:08 PM,06/13/2018 01:23:57 PM,06/13/2018 01:36:04 PM,,,Fire,06/13/2018 02:05:28 PM,1400 Block of TARAVAL ST,San Francisco,94116,B08,40,7471,3,3,3,false,Fire,1,CHIEF,12,8,4,Sunset/Parkside
Structure Fire,06/13/2018,06/13/2018,06/13/2018 01:22:09 PM,06/13/2018 01:22:16 PM,06/13/2018 01:23:08 PM,06/13/2018 01:23:46 PM,06/13/2018 01:26:21 PM,,,Fire,06/13/2018 02:41:36 PM,1400 Block of TARAVAL ST,San Francisco,94116,B08,40,7471,3,3,3,true,Fire,1,ENGINE,1,8,4,Sunset/Parkside
Structure Fire,06/13/2018,06/13/2018,06/13/2018 01:22:09 PM,06/13/2018 01:22:16 PM,06/13/2018 01:28:31 PM,06/13/2018 01:28:50 PM,06/13/2018 01:32:21 PM,,,Fire,06/13/2018 02:04:23 PM,1400 Block of TARAVAL ST,San Francisco,94116,B08,40,7471,3,3,3,true,Fire,1,ENGINE,6,8,4,Sunset/Parkside
Structure Fire,06/13/2018,06/13/2018,06/13/2018 01:22:09 PM,06/13/2018 01:22:16 PM,06/13/2018 01:23:08 PM,06/13/2018 01:24:17 PM,06/13/2018 01:27:43 PM,,,Fire,06/13/2018 02:36:03 PM,1400 Block of TARAVAL ST,San Francisco,94116,B08,40,7471,3,3,3,true,Fire,1,ENGINE,3,8,4,Sunset/Parkside
Structure Fire,06/13/2018,06/13/2018,06/13/2018 01:22:09 PM,06/13/2018 01:22:16 PM,06/13/2018 01:23:08 PM,06/13/2018 01:24:08 PM,06/13/2018 01:32:42 PM,,,Fire,06/13/2018 02:31:30 PM,1400 Block of TARAVAL ST,San Francisco,94116,B08,40,7471,3,3,3,true,Fire,1,ENGINE,9,8,4,Sunset/Parkside
Structure Fire,06/13/2018,06/13/2018,06/13/2018 01:22:09 PM,06/13/2018 01:22:16 PM,06/13/2018 01:28:31 PM,06/13/2018 01:28:55 PM,,,,Fire,06/13/2018 01:29:46 PM,1400 Block of TARAVAL ST,San Francisco,94116,B08,40,7471,3,3,3,true,Fire,1,RESCUE CAPTAIN,13,8,4,Sunset/Parkside
Structure Fire,06/13/2018,06/13/2018,06/13/2018 01:22:09 PM,06/13/2018 01:22:16 PM,06/13/2018 01:29:46 PM,06/13/2018 01:29:46 PM,06/13/2018 01:29:54 PM,,,Fire,06/13/2018 02:05:08 PM,1400 Block of TARAVAL ST,San Francisco,94116,B08,40,7471,3,3,3,true,Fire,1,RESCUE CAPTAIN,5,8,4,Sunset/Parkside
Structure Fire,06/13/2018,06/13/2018,06/13/2018 01:22:09 PM,06/13/2018 01:22:16 PM,06/13/2018 01:23:08 PM,06/13/2018 01:23:57 PM,06/13/2018 01:33:45 PM,,,Fire,06/13/2018 01:49:40 PM,1400 Block of TARAVAL ST,San Francisco,94116,B08,40,7471,3,3,3,false,Fire,1,RESCUE SQUAD,11,8,4,Sunset/Parkside
Structure Fire,06/13/2018,06/13/2018,06/13/2018 01:22:09 PM,06/13/2018 01:22:16 PM,06/13/2018 01:23:08 PM,06/13/2018 01:25:22 PM,06/13/2018 01:32:47 PM,,,Fire,06/13/2018 03:18:16 PM,1400 Block of TARAVAL ST,San Francisco,94116,B08,40,7471,3,3,3,false,Fire,1,TRUCK,10,8,4,Sunset/Parkside
Structure Fire,06/13/2018,06/13/2018,06/13/2018 01:22:09 PM,06/13/2018 01:22:16 PM,06/13/2018 01:23:08 PM,06/13/2018 01:23:33 PM,06/13/2018 01:26:53 PM,,,Fire,06/13/2018 02:24:04 PM,1400 Block of TARAVAL ST,San Francisco,94116,B08,40,7471,3,3,3,false,Fire,1,TRUCK,2,8,4,Sunset/Parkside
Suspicious Package,06/13/2018,06/13/2018,06/13/2018 01:51:45 PM,06/13/2018 01:57:01 PM,06/13/2018 01:57:25 PM,06/13/2018 02:00:56 PM,06/13/2018 02:04:59 PM,,,Fire,06/13/2018 02:36:24 PM,400 Block of HOWARD ST,San Francisco,94105,B03,35,2141,3,3,3,false,Fire,1,CHIEF,3,3,6,Financial District/South Beach
Suspicious Package,06/13/2018,06/13/2018,06/13/2018 01:51:45 PM,06/13/2018 01:57:01 PM,06/13/2018 01:57:25 PM,06/13/2018 01:59:28 PM,06/13/2018 02:02:36 PM,,,Fire,06/13/2018 02:29:35 PM,400 Block of HOWARD ST,San Francisco,94105,B03,35,2141,3,3,3,true,Fire,1,ENGINE,1,3,6,Financial District/South Beach
Suspicious Package,06/13/2018,06/13/2018,06/13/2018 01:51:45 PM,06/13/2018 01:57:01 PM,06/13/2018 01:57:25 PM,06/13/2018 01:58:22 PM,06/13/2018 02:04:45 PM,,,Fire,06/13/2018 02:14:44 PM,400 Block of HOWARD ST,San Francisco,94105,B03,35,2141,3,3,3,true,Fire,1,TRUCK,2,3,6,Financial District/South Beach
Outside Fire,06/13/2018,06/13/2018,06/13/2018 05:03:07 PM,06/13/2018 05:04:51 PM,06/13/2018 05:05:00 PM,06/13/2018 05:06:10 PM,,,,Fire,06/13/2018 05:16:30 PM,SANSOME ST/SUTTER ST,San Francisco,94104,B01,13,1164,3,3,3,true,Fire,1,ENGINE,1,1,3,Financial District/South Beach
Outside Fire,06/13/2018,06/13/2018,06/13/2018 06:21:32 PM,06/13/2018 06:23:55 PM,06/13/2018 06:24:05 PM,06/13/2018 06:25:19 PM,06/13/2018 06:30:03 PM,,,Fire,06/13/2018 06:33:08 PM,300 Block of BRIDGEVIEW DR,San Francisco,94124,B10,42,6447,3,3,3,false,Fire,1,CHIEF,2,10,10,Bayview Hunters Point
Outside Fire,06/13/2018,06/13/2018,06/13/2018 06:21:32 PM,06/13/2018 06:23:55 PM,06/13/2018 06:24:05 PM,06/13/2018 06:25:48 PM,06/13/2018 06:27:45 PM,,,Fire,06/13/2018 06:38:41 PM,300 Block of BRIDGEVIEW DR,San Francisco,94124,B10,42,6447,3,3,3,true,Fire,1,ENGINE,1,10,10,Bayview Hunters Point
Outside Fire,06/13/2018,06/13/2018,06/13/2018 06:21:32 PM,06/13/2018 06:23:55 PM,06/13/2018 06:24:05 PM,06/13/2018 06:25:37 PM,,,,Fire,06/13/2018 06:30:00 PM,300 Block of BRIDGEVIEW DR,San Francisco,94124,B10,42,6447,3,3,3,false,Fire,1,TRUCK,3,10,10,Bayview Hunters Point
Outside Fire,06/13/2018,06/13/2018,06/13/2018 07:07:16 PM,06/13/2018 07:08:58 PM,06/13/2018 07:09:07 PM,06/13/2018 07:09:28 PM,06/13/2018 07:12:02 PM,,,Fire,06/13/2018 07:16:20 PM,FOLSOM ST/10TH ST,San Francisco,94103,B02,36,2343,3,3,3,true,Fire,1,ENGINE,1,2,6,South of Market
Water Rescue,06/16/2018,06/16/2018,06/16/2018 02:26:42 PM,06/16/2018 02:28:40 PM,06/16/2018 02:29:34 PM,06/16/2018 02:31:08 PM,,,,Patient Declined Transport,06/16/2018 02:46:45 PM,800 Block of THE EMBARCADERO SOU,San Francisco,94111,B03,08,0940,3,3,3,false,Fire,1,RESCUE SQUAD,7,1,3,Financial District/South Beach
Suspicious Package,10/12/2018,10/12/2018,10/12/2018 06:11:11 PM,10/12/2018 06:17:15 PM,10/12/2018 06:18:00 PM,10/12/2018 06:19:28 PM,10/12/2018 06:23:59 PM,,,No Merit,10/12/2018 06:36:00 PM,STEVENSON ST/14TH ST,San Francisco,94103,B02,06,5215,3,3,3,false,Fire,1,CHIEF,2,2,9,Mission
Suspicious Package,10/12/2018,10/12/2018,10/12/2018 06:11:11 PM,10/12/2018 06:17:15 PM,10/12/2018 06:18:00 PM,10/12/2018 06:19:52 PM,10/12/2018 06:21:52 PM,,,No Merit,10/12/2018 06:28:39 PM,STEVENSON ST/14TH ST,San Francisco,94103,B02,06,5215,3,3,3,false,Fire,1,ENGINE,1,2,9,Mission
Outside Fire,06/18/2018,06/18/2018,06/18/2018 11:15:51 PM,06/18/2018 11:17:28 PM,06/18/2018 11:17:32 PM,06/18/2018 11:19:18 PM,06/18/2018 11:23:00 PM,,,Fire,06/18/2018 11:24:18 PM,MARKET ST/VALENCIA ST,San Francisco,94103,B02,36,5115,3,3,3,true,Fire,1,ENGINE,1,2,6,Mission
Outside Fire,06/14/2018,06/13/2018,06/14/2018 03:47:14 AM,06/14/2018 03:49:37 AM,06/14/2018 03:49:44 AM,06/14/2018 03:51:40 AM,06/14/2018 03:55:03 AM,,,Fire,06/14/2018 04:11:18 AM,NEWCOMB AV/TOLAND ST,San Francisco,94124,B10,09,6425,3,3,3,true,Fire,1,ENGINE,2,10,10,Bayview Hunters Point
Outside Fire,06/14/2018,06/13/2018,06/14/2018 03:47:14 AM,06/14/2018 03:49:37 AM,06/14/2018 03:49:44 AM,06/14/2018 03:52:19 AM,06/14/2018 03:54:50 AM,,,Fire,06/14/2018 03:54:53 AM,NEWCOMB AV/TOLAND ST,San Francisco,94124,B10,09,6425,3,3,3,false,Fire,1,TRUCK,1,10,10,Bayview Hunters Point
Outside Fire,06/14/2018,06/14/2018,06/14/2018 12:34:41 PM,06/14/2018 12:35:10 PM,06/14/2018 12:35:48 PM,06/14/2018 12:37:14 PM,,,,Fire,06/14/2018 12:41:41 PM,MINNA ST/7TH ST,San Francisco,94103,B02,01,2315,3,3,3,true,Fire,1,ENGINE,1,2,6,South of Market
Outside Fire,06/14/2018,06/14/2018,06/14/2018 02:25:22 PM,06/14/2018 02:25:59 PM,06/14/2018 02:26:10 PM,06/14/2018 02:27:10 PM,06/14/2018 02:30:09 PM,,,Fire,06/14/2018 03:02:30 PM,SAN BRUNO AV/25TH ST,San Francisco,94110,B10,09,2562,3,3,3,true,Fire,1,ENGINE,1,10,10,Mission
Outside Fire,06/14/2018,06/14/2018,06/14/2018 02:25:22 PM,06/14/2018 02:25:59 PM,06/14/2018 02:32:09 PM,06/14/2018 02:33:22 PM,06/14/2018 02:37:01 PM,,,Fire,06/14/2018 03:05:21 PM,SAN BRUNO AV/25TH ST,San Francisco,94110,B10,09,2562,3,3,3,true,Fire,1,ENGINE,2,10,10,Mission
Vehicle Fire,06/14/2018,06/14/2018,06/14/2018 05:52:01 PM,06/14/2018 05:53:21 PM,06/14/2018 05:53:27 PM,06/14/2018 05:54:26 PM,06/14/2018 05:57:28 PM,,,Fire,06/14/2018 06:03:58 PM,1100 Block of FOLSOM ST,San Francisco,94103,B03,01,2313,3,3,3,true,Fire,1,ENGINE,1,2,6,South of Market
Vehicle Fire,06/14/2018,06/14/2018,06/14/2018 05:52:01 PM,06/14/2018 05:53:21 PM,06/14/2018 05:53:27 PM,06/14/2018 05:55:06 PM,,,,Fire,06/14/2018 05:57:36 PM,1100 Block of FOLSOM ST,San Francisco,94103,B03,01,2313,3,3,3,false,Fire,1,TRUCK,2,2,6,South of Market
Outside Fire,06/17/2018,06/17/2018,06/17/2018 10:32:16 AM,06/17/2018 10:34:05 AM,06/17/2018 10:42:04 AM,06/17/2018 10:42:04 AM,06/17/2018 10:42:04 AM,,,Fire,06/17/2018 11:17:46 AM,45TH AV/PACHECO ST,San Francisco,94116,B08,23,7663,3,3,3,false,Fire,1,CHIEF,2,8,4,Sunset/Parkside
Structure Fire,06/18/2018,06/18/2018,06/18/2018 08:48:37 AM,06/18/2018 08:50:01 AM,06/18/2018 08:50:15 AM,06/18/2018 08:50:23 AM,,,,Fire,06/18/2018 08:51:36 AM,3000 Block of 18TH ST,San Francisco,94110,B02,07,5426,3,3,3,true,Fire,1,MEDIC,11,2,9,Mission
Outside Fire,09/11/2018,09/11/2018,09/11/2018 01:34:26 PM,09/11/2018 01:34:26 PM,09/11/2018 01:34:54 PM,09/11/2018 01:36:14 PM,09/11/2018 01:37:03 PM,,,Fire,09/11/2018 01:39:46 PM,THE EMBARCADERO SOU/HOWARD ST,San Francisco,94105,B03,35,2131,A,3,3,true,Fire,1,ENGINE,1,3,6,Financial District/South Beach
Outside Fire,09/11/2018,09/11/2018,09/11/2018 02:40:35 PM,09/11/2018 02:41:19 PM,09/11/2018 02:42:16 PM,09/11/2018 02:44:11 PM,09/11/2018 02:47:14 PM,,,Fire,09/11/2018 02:48:42 PM,500 Block of MARKET ST,San Francisco,94105,B03,35,2143,3,3,3,true,Fire,1,ENGINE,1,3,6,Financial District/South Beach
Outside Fire,06/15/2018,06/14/2018,06/15/2018 02:57:54 AM,06/15/2018 03:00:05 AM,06/15/2018 03:00:39 AM,06/15/2018 03:02:43 AM,06/15/2018 03:05:15 AM,,,Fire,06/15/2018 03:07:38 AM,0 Block of DRUMM ST,San Francisco,94111,B01,13,1113,3,3,3,true,Fire,1,ENGINE,1,1,3,Financial District/South Beach
Outside Fire,06/15/2018,06/15/2018,06/15/2018 03:38:00 PM,06/15/2018 03:39:58 PM,06/15/2018 03:40:41 PM,06/15/2018 03:42:14 PM,06/15/2018 03:43:45 PM,,,Fire,06/15/2018 03:47:41 PM,HYDE ST/CALIFORNIA ST,San Francisco,94109,B04,41,1562,3,3,3,true,Fire,1,ENGINE,1,4,3,Nob Hill
Outside Fire,06/15/2018,06/15/2018,06/15/2018 05:19:14 PM,06/15/2018 05:20:45 PM,06/15/2018 05:21:27 PM,,,,,Fire,06/15/2018 05:24:23 PM,400 Block of ELLIS ST,San Francisco,94102,B03,03,1461,3,3,3,true,Fire,1,ENGINE,1,2,6,Tenderloin
Other,06/15/2018,06/15/2018,06/15/2018 06:26:35 PM,06/15/2018 06:26:57 PM,06/15/2018 06:27:59 PM,06/15/2018 06:28:43 PM,,,,Fire,06/15/2018 06:34:13 PM,0 Block of STERLING ST,San Francisco,94107,B03,08,2152,3,3,3,false,Fire,1,PRIVATE,8,3,6,Financial District/South Beach
Other,06/15/2018,06/15/2018,06/15/2018 06:26:35 PM,06/15/2018 06:26:57 PM,06/15/2018 06:27:59 PM,06/15/2018 06:30:27 PM,,,,Fire,06/15/2018 06:34:07 PM,0 Block of STERLING ST,San Francisco,94107,B03,08,2152,3,3,3,false,Fire,1,CHIEF,9,3,6,Financial District/South Beach
Other,06/15/2018,06/15/2018,06/15/2018 06:26:35 PM,06/15/2018 06:26:57 PM,06/15/2018 06:27:59 PM,06/15/2018 06:30:15 PM,,,,Fire,06/15/2018 06:33:37 PM,0 Block of STERLING ST,San Francisco,94107,B03,08,2152,3,3,3,true,Fire,1,ENGINE,10,3,6,Financial District/South Beach
Other,06/15/2018,06/15/2018,06/15/2018 06:26:35 PM,06/15/2018 06:26:57 PM,06/15/2018 06:27:59 PM,06/15/2018 06:28:40 PM,06/15/2018 06:33:03 PM,,,Fire,06/15/2018 06:50:29 PM,0 Block of STERLING ST,San Francisco,94107,B03,08,2152,3,3,3,true,Fire,1,ENGINE,1,3,6,Financial District/South Beach
Other,06/15/2018,06/15/2018,06/15/2018 06:26:35 PM,06/15/2018 06:26:57 PM,06/15/2018 06:27:59 PM,06/15/2018 06:32:14 PM,,,,Fire,06/15/2018 06:57:45 PM,0 Block of STERLING ST,San Francisco,94107,B03,08,2152,3,3,3,true,Fire,1,ENGINE,2,3,6,Financial District/South Beach
Other,06/15/2018,06/15/2018,06/15/2018 06:26:35 PM,06/15/2018 06:26:57 PM,06/15/2018 06:27:59 PM,06/15/2018 06:32:14 PM,,,,Fire,06/15/2018 06:36:08 PM,0 Block of STERLING ST,San Francisco,94107,B03,08,2152,3,3,3,false,Fire,1,SUPPORT,6,3,6,Financial District/South Beach
Other,06/15/2018,06/15/2018,06/15/2018 06:26:35 PM,06/15/2018 06:26:57 PM,06/15/2018 06:27:59 PM,06/15/2018 06:32:33 PM,,,,Fire,06/15/2018 06:57:45 PM,0 Block of STERLING ST,San Francisco,94107,B03,08,2152,3,3,3,false,Fire,1,SUPPORT,3,3,6,Financial District/South Beach
Other,06/15/2018,06/15/2018,06/15/2018 06:26:35 PM,06/15/2018 06:26:57 PM,06/15/2018 06:27:59 PM,06/15/2018 06:32:33 PM,,,,Fire,06/15/2018 06:57:45 PM,0 Block of STERLING ST,San Francisco,94107,B03,08,2152,3,3,3,false,Fire,1,SUPPORT,5,3,6,Financial District/South Beach
Other,06/15/2018,06/15/2018,06/15/2018 06:26:35 PM,06/15/2018 06:26:57 PM,06/15/2018 06:27:59 PM,06/15/2018 06:29:49 PM,,,,Fire,06/15/2018 06:35:35 PM,0 Block of STERLING ST,San Francisco,94107,B03,08,2152,3,3,3,false,Fire,1,TRUCK,7,3,6,Financial District/South Beach
Structure Fire,06/15/2018,06/15/2018,06/15/2018 08:57:58 PM,06/15/2018 09:01:41 PM,06/15/2018 09:02:47 PM,06/15/2018 09:03:36 PM,,,,Fire,06/15/2018 09:07:03 PM,300 Block of NOE ST,San Francisco,94114,B05,06,5252,3,3,3,false,Fire,1,CHIEF,3,5,8,Castro/Upper Market
Structure Fire,06/15/2018,06/15/2018,06/15/2018 08:57:58 PM,06/15/2018 09:01:41 PM,06/15/2018 09:02:47 PM,06/15/2018 09:03:43 PM,06/15/2018 09:05:16 PM,,,Fire,06/15/2018 09:10:06 PM,300 Block of NOE ST,San Francisco,94114,B05,06,5252,3,3,3,true,Fire,1,ENGINE,1,5,8,Castro/Upper Market
Structure Fire,06/15/2018,06/15/2018,06/15/2018 08:57:58 PM,06/15/2018 09:01:41 PM,06/15/2018 09:02:47 PM,06/15/2018 09:04:31 PM,06/15/2018 09:05:31 PM,,,Fire,06/15/2018 09:06:45 PM,300 Block of NOE ST,San Francisco,94114,B05,06,5252,3,3,3,false,Fire,1,TRUCK,2,5,8,Castro/Upper Market
Structure Fire,06/18/2018,06/18/2018,06/18/2018 08:48:37 AM,06/18/2018 08:50:01 AM,06/18/2018 08:50:15 AM,06/18/2018 08:51:19 AM,06/18/2018 08:52:43 AM,,,Fire,06/18/2018 09:19:12 AM,3000 Block of 18TH ST,San Francisco,94110,B02,07,5426,3,3,3,true,Fire,1,ENGINE,3,2,9,Mission
Structure Fire,10/15/2018,10/15/2018,10/15/2018 08:39:24 PM,10/15/2018 08:40:32 PM,10/15/2018 08:40:57 PM,10/15/2018 08:41:43 PM,10/15/2018 08:45:10 PM,,,Fire,10/15/2018 09:03:49 PM,300 Block of LIBERTY ST,San Francisco,94114,B06,11,5444,3,3,3,false,Fire,1,CHIEF,6,6,8,Castro/Upper Market
Structure Fire,10/15/2018,10/15/2018,10/15/2018 08:39:24 PM,10/15/2018 08:40:32 PM,10/15/2018 08:40:57 PM,10/15/2018 08:41:46 PM,10/15/2018 08:44:14 PM,,,Fire,10/15/2018 09:10:05 PM,300 Block of LIBERTY ST,San Francisco,94114,B06,11,5444,3,3,3,false,Fire,1,ENGINE,4,6,8,Castro/Upper Market
Structure Fire,10/15/2018,10/15/2018,10/15/2018 08:39:24 PM,10/15/2018 08:40:32 PM,10/15/2018 08:43:44 PM,10/15/2018 08:44:45 PM,10/15/2018 08:46:09 PM,,,Fire,10/15/2018 09:00:30 PM,300 Block of LIBERTY ST,San Francisco,94114,B06,11,5444,3,3,3,true,Fire,1,ENGINE,8,6,8,Castro/Upper Market
Vehicle Fire,06/16/2018,06/15/2018,06/16/2018 12:08:37 AM,06/16/2018 12:08:58 AM,06/16/2018 12:09:30 AM,06/16/2018 12:11:15 AM,06/16/2018 12:13:16 AM,,,Fire,06/16/2018 12:29:32 AM,1400 Block of LANE ST,San Francisco,94124,B10,17,6534,3,3,3,true,Fire,1,ENGINE,1,10,10,Bayview Hunters Point
Vehicle Fire,06/16/2018,06/15/2018,06/16/2018 12:08:37 AM,06/16/2018 12:08:58 AM,06/16/2018 12:09:30 AM,06/16/2018 12:11:25 AM,,,,Fire,06/16/2018 12:15:13 AM,1400 Block of LANE ST,San Francisco,94124,B10,17,6534,3,3,3,false,Fire,1,TRUCK,2,10,10,Bayview Hunters Point
Outside Fire,06/16/2018,06/15/2018,06/16/2018 06:00:01 AM,06/16/2018 06:02:12 AM,06/16/2018 06:02:19 AM,06/16/2018 06:04:02 AM,06/16/2018 06:05:53 AM,,,Fire,06/16/2018 06:09:45 AM,TENNESSEE ST/CESAR CHAVEZ ST,San Francisco,94124,B10,25,2641,3,3,3,true,Fire,1,ENGINE,1,10,10,Bayview Hunters Point
Outside Fire,06/16/2018,06/15/2018,06/16/2018 07:21:52 AM,06/16/2018 07:25:31 AM,06/16/2018 07:25:52 AM,06/16/2018 07:27:14 AM,06/16/2018 07:30:21 AM,,,Code 2 Transport,06/16/2018 07:44:03 AM,FOLSOM ST/7TH ST,San Francisco,94103,B03,01,2313,3,3,3,true,Fire,1,ENGINE,1,2,6,South of Market
Outside Fire,06/16/2018,06/15/2018,06/16/2018 07:21:52 AM,06/16/2018 07:25:31 AM,06/16/2018 07:32:49 AM,06/16/2018 07:33:35 AM,06/16/2018 07:38:33 AM,06/16/2018 07:52:50 AM,06/16/2018 08:03:00 AM,Code 2 Transport,06/16/2018 08:36:32 AM,FOLSOM ST/7TH ST,San Francisco,94103,B03,01,2313,3,3,3,false,Fire,1,PRIVATE,2,2,6,South of Market
Vehicle Fire,06/16/2018,06/16/2018,06/16/2018 01:48:02 PM,06/16/2018 01:49:13 PM,06/16/2018 01:49:31 PM,06/16/2018 01:51:08 PM,06/16/2018 01:54:39 PM,,,Fire,06/16/2018 02:02:03 PM,PAUL AV/BAYSHORE BL,San Francisco,94124,B10,44,6323,3,3,3,true,Fire,1,ENGINE,1,10,10,Bayview Hunters Point
Vehicle Fire,06/16/2018,06/16/2018,06/16/2018 01:48:02 PM,06/16/2018 01:49:13 PM,06/16/2018 01:49:31 PM,06/16/2018 01:50:21 PM,,,,Fire,06/16/2018 01:54:04 PM,PAUL AV/BAYSHORE BL,San Francisco,94124,B10,44,6323,3,3,3,false,Fire,1,TRUCK,2,10,10,Bayview Hunters Point
Water Rescue,06/16/2018,06/16/2018,06/16/2018 02:26:42 PM,06/16/2018 02:28:40 PM,06/16/2018 02:29:34 PM,06/16/2018 02:29:49 PM,06/16/2018 02:39:19 PM,,,Patient Declined Transport,06/16/2018 03:35:55 PM,800 Block of THE EMBARCADERO SOU,San Francisco,94111,B03,08,0940,3,3,3,true,Fire,1,MEDIC,4,1,3,Financial District/South Beach
Water Rescue,06/16/2018,06/16/2018,06/16/2018 02:26:42 PM,06/16/2018 02:28:40 PM,06/16/2018 02:29:34 PM,06/16/2018 02:31:12 PM,06/16/2018 02:33:49 PM,,,Patient Declined Transport,06/16/2018 02:48:22 PM,800 Block of THE EMBARCADERO SOU,San Francisco,94111,B03,08,0940,3,3,3,false,Fire,1,CHIEF,3,1,3,Financial District/South Beach
Water Rescue,06/16/2018,06/16/2018,06/16/2018 02:26:42 PM,06/16/2018 02:28:40 PM,06/16/2018 02:29:34 PM,06/16/2018 02:30:44 PM,06/16/2018 02:33:03 PM,,,Patient Declined Transport,06/16/2018 02:49:05 PM,800 Block of THE EMBARCADERO SOU,San Francisco,94111,B03,08,0940,3,3,3,true,Fire,1,ENGINE,1,1,3,Financial District/South Beach
